#Instance: 
36 37 96.000000 289.000000
36 46 82.000000 457.000000
37 27 82.000000 345.000000
37 36 84.000000 423.000000
37 38 94.000000 173.000000
37 47 86.000000 157.000000
38 28 100.000000 127.000000
38 37 93.000000 432.000000
38 39 93.000000 200.000000
38 48 96.000000 488.000000
39 29 87.000000 453.000000
39 38 94.000000 411.000000
39 40 87.000000 412.000000
39 49 83.000000 418.000000
40 30 83.000000 215.000000
40 39 96.000000 95.000000
40 50 96.000000 166.000000
41 31 89.000000 325.000000
41 42 83.000000 455.000000
41 51 91.000000 275.000000
42 32 92.000000 411.000000
42 41 92.000000 118.000000
42 43 85.000000 295.000000
42 52 94.000000 308.000000
43 33 94.000000 141.000000
43 42 95.000000 145.000000
43 44 84.000000 480.000000
43 53 83.000000 413.000000
44 34 84.000000 273.000000
44 43 94.000000 227.000000
44 45 89.000000 108.000000
44 54 85.000000 364.000000
45 35 92.000000 426.000000
45 44 85.000000 315.000000
45 46 98.000000 312.000000
45 55 92.000000 386.000000
46 36 99.000000 246.000000
46 45 97.000000 483.000000
46 47 89.000000 457.000000
46 56 84.000000 284.000000
47 37 80.000000 356.000000
47 46 80.000000 183.000000
47 48 97.000000 203.000000
47 57 98.000000 191.000000
48 38 86.000000 184.000000
48 47 94.000000 455.000000
48 49 85.000000 211.000000
48 58 91.000000 175.000000
49 39 84.000000 132.000000
49 48 88.000000 218.000000
49 50 84.000000 446.000000
49 59 81.000000 94.000000
50 40 82.000000 154.000000
50 49 83.000000 354.000000
50 60 86.000000 443.000000
51 41 91.000000 128.000000
51 52 100.000000 202.000000
51 61 83.000000 293.000000
52 42 95.000000 96.000000
52 51 85.000000 198.000000
52 53 80.000000 196.000000
52 62 91.000000 405.000000
53 43 84.000000 132.000000
53 52 86.000000 269.000000
53 54 94.000000 196.000000
53 63 85.000000 133.000000
54 44 85.000000 440.000000
54 53 82.000000 177.000000
54 55 84.000000 426.000000
54 64 97.000000 353.000000
55 45 94.000000 203.000000
55 54 95.000000 163.000000
55 56 81.000000 210.000000
55 65 85.000000 296.000000
56 46 85.000000 415.000000
56 55 100.000000 350.000000
56 57 91.000000 299.000000
56 66 82.000000 330.000000
57 47 80.000000 325.000000
57 56 85.000000 363.000000
57 58 96.000000 433.000000
57 67 83.000000 118.000000
58 48 84.000000 383.000000
58 57 88.000000 106.000000
58 59 88.000000 212.000000
58 68 91.000000 271.000000
59 49 94.000000 454.000000
59 58 86.000000 113.000000
59 60 92.000000 336.000000
59 69 92.000000 199.000000
60 50 93.000000 246.000000
60 59 83.000000 481.000000
60 70 99.000000 268.000000
61 51 86.000000 276.000000
61 62 84.000000 332.000000
61 71 88.000000 400.000000
62 52 86.000000 202.000000
62 61 88.000000 241.000000
62 63 85.000000 319.000000
62 72 94.000000 488.000000
63 53 98.000000 176.000000
63 62 88.000000 324.000000
63 64 94.000000 130.000000
63 73 81.000000 354.000000
64 54 93.000000 209.000000
64 63 98.000000 241.000000
64 65 100.000000 153.000000
64 74 93.000000 389.000000
65 55 87.000000 316.000000
65 64 91.000000 138.000000
65 66 95.000000 242.000000
65 75 100.000000 202.000000
66 56 91.000000 264.000000
66 65 84.000000 226.000000
66 67 97.000000 100.000000
66 76 85.000000 322.000000
67 57 89.000000 342.000000
67 66 93.000000 397.000000
67 68 95.000000 234.000000
67 77 84.000000 366.000000
68 58 82.000000 185.000000
68 67 97.000000 145.000000
68 69 89.000000 435.000000
68 78 88.000000 284.000000
69 59 91.000000 142.000000
69 68 100.000000 103.000000
69 70 86.000000 136.000000
69 79 98.000000 317.000000
70 60 96.000000 231.000000
70 69 88.000000 307.000000
70 80 92.000000 429.000000
71 61 98.000000 248.000000
71 72 94.000000 346.000000
71 81 89.000000 95.000000
72 62 93.000000 488.000000
72 71 82.000000 378.000000
72 73 85.000000 390.000000
72 82 82.000000 369.000000
73 63 98.000000 168.000000
73 72 85.000000 445.000000
73 74 97.000000 382.000000
73 83 96.000000 309.000000
74 64 85.000000 338.000000
74 73 84.000000 472.000000
74 75 85.000000 409.000000
74 84 84.000000 476.000000
75 65 87.000000 319.000000
75 74 81.000000 191.000000
75 76 99.000000 486.000000
75 85 93.000000 396.000000
76 66 86.000000 381.000000
76 75 94.000000 226.000000
76 77 82.000000 178.000000
76 86 85.000000 152.000000
77 67 88.000000 259.000000
77 76 81.000000 463.000000
77 78 81.000000 459.000000
77 87 82.000000 486.000000
78 68 96.000000 463.000000
78 77 98.000000 420.000000
78 79 82.000000 459.000000
78 88 91.000000 135.000000
79 69 92.000000 136.000000
79 78 96.000000 222.000000
79 80 94.000000 373.000000
79 89 86.000000 99.000000
80 70 93.000000 219.000000
80 79 85.000000 194.000000
80 90 88.000000 375.000000
81 71 88.000000 369.000000
81 82 88.000000 96.000000
81 91 88.000000 95.000000
82 72 94.000000 431.000000
82 81 98.000000 413.000000
82 83 87.000000 472.000000
82 92 91.000000 392.000000
83 73 84.000000 438.000000
83 82 81.000000 143.000000
83 84 94.000000 251.000000
83 93 94.000000 198.000000
84 74 97.000000 376.000000
84 83 88.000000 273.000000
84 85 81.000000 177.000000
84 94 100.000000 271.000000
85 75 93.000000 333.000000
85 84 83.000000 377.000000
85 86 83.000000 199.000000
85 95 93.000000 113.000000
86 76 96.000000 446.000000
86 85 97.000000 362.000000
86 87 87.000000 118.000000
86 96 99.000000 346.000000
87 77 82.000000 252.000000
87 86 81.000000 468.000000
87 88 84.000000 93.000000
87 97 94.000000 216.000000
88 78 80.000000 281.000000
88 87 87.000000 309.000000
88 89 82.000000 149.000000
88 98 81.000000 197.000000
89 79 88.000000 175.000000
89 88 93.000000 469.000000
89 90 98.000000 465.000000
89 99 91.000000 352.000000
90 80 97.000000 185.000000
90 89 89.000000 355.000000
90 100 92.000000 395.000000
91 81 93.000000 418.000000
91 92 95.000000 307.000000
92 82 88.000000 237.000000
92 91 93.000000 393.000000
92 93 89.000000 264.000000
93 83 86.000000 331.000000
93 92 91.000000 368.000000
93 94 96.000000 394.000000
94 84 96.000000 316.000000
94 93 80.000000 253.000000
94 95 81.000000 317.000000
95 85 98.000000 424.000000
95 94 100.000000 165.000000
95 96 100.000000 319.000000
96 86 97.000000 207.000000
96 95 80.000000 193.000000
96 97 88.000000 169.000000
97 87 82.000000 159.000000
97 96 80.000000 185.000000
97 98 89.000000 241.000000
98 88 93.000000 270.000000
98 97 85.000000 283.000000
98 99 81.000000 234.000000
99 89 99.000000 192.000000
99 98 100.000000 423.000000
99 100 96.000000 189.000000
100 90 80.000000 232.000000
100 99 97.000000 286.000000
56 19 95.000000
1 22 69.000000
10 19 76.000000
70 85 22.000000
55 35 44.000000
37 45 72.000000
85 77 59.000000
77 24 19.000000
60 47 24.000000
35 34 93.000000
16 67 26.000000
28 70 100.000000
16 65 38.000000
29 55 65.000000
13 26 81.000000
43 26 78.000000
22 36 33.000000
61 50 98.000000
7 94 87.000000
3 83 96.000000
29 82 80.000000
13 77 62.000000
71 85 58.000000
68 28 37.000000
70 35 49.000000
78 100 75.000000
52 24 17.000000
73 9 24.000000
19 79 22.000000
78 65 33.000000
18 32 45.000000
43 89 70.000000
60 5 71.000000
35 59 64.000000
45 1 13.000000
87 58 31.000000
76 74 77.000000
12 2 100.000000
87 30 81.000000
11 57 15.000000
42 4 85.000000
39 88 86.000000
44 61 15.000000
30 73 35.000000
41 25 47.000000
14 26 93.000000
80 91 27.000000
89 30 38.000000
77 96 67.000000
58 4 64.000000

